# sf,power,energy,firstSentPacket,packetColid,packetTotalLost
8,20,1.6110,92,70,0
8,20,1.6145,92,71,0
9,20,1.6181,92,72,0
9,20,1.6245,93,72,0
12,20,1.6310,94,72,0
10,20,1.6768,95,72,0
7,20,1.6896,96,72,0
8,20,1.6916,97,73,0
9,20,1.6952,97,74,0
7,20,1.7016,98,74,0
8,20,1.7036,98,75,0
9,20,1.7072,99,76,0
12,20,1.7136,99,76,0
11,20,1.7594,100,76,0
10,20,1.7823,101,76,0
7,20,1.7952,102,76,0
8,20,1.7971,103,77,0
9,20,1.8007,103,78,0
10,20,1.8071,103,78,0
9,20,1.8200,104,78,0
11,20,1.8264,105,78,0
10,20,1.8493,105,78,0
8,20,1.8622,106,78,0
8,20,1.8658,106,79,0
9,20,1.8694,106,80,0
12,20,1.8758,107,80,0
9,20,1.9216,108,80,0
8,20,1.9280,109,80,0
8,20,1.9316,110,81,0
9,20,1.9352,110,82,0
7,20,1.9416,111,82,0
8,20,1.9436,111,83,0
9,20,1.9471,111,84,0
9,20,1.9536,112,84,0
8,20,1.9600,113,84,0
8,20,1.9636,114,85,0
9,20,1.9672,115,86,0
8,20,1.9736,115,86,0
8,20,1.9772,116,87,0
9,20,1.9807,117,88,0
8,20,1.9872,117,88,0
8,20,1.9907,118,89,0
9,20,1.9943,118,90,0
11,20,2.0008,119,90,0
10,20,2.0237,119,90,0
10,20,2.0365,120,90,0
8,20,2.0494,120,90,0
8,20,2.0530,120,91,0
9,20,2.0565,121,92,0
12,20,2.0630,122,92,0
12,20,2.1088,122,92,0
9,20,2.1546,122,92,0
8,20,2.1610,123,92,0
8,20,2.1646,124,93,0
9,20,2.1682,124,94,0
8,20,2.1746,125,94,0
8,20,2.1782,126,95,0
9,20,2.1817,127,96,0
7,20,2.1882,127,96,0
8,20,2.1901,128,97,0
9,20,2.1937,129,98,0
9,20,2.2001,130,98,0
8,20,2.2066,130,98,0
8,20,2.2102,131,99,0
9,20,2.2137,131,100,0
7,20,2.2202,131,100,0
8,20,2.2221,132,101,0
9,20,2.2257,132,102,0
12,20,2.2321,133,102,0
10,20,2.2779,133,102,0
10,20,2.2908,134,102,0
8,20,2.3037,134,102,0
8,20,2.3072,135,103,0
9,20,2.3108,136,104,0
12,20,2.3173,137,104,0
10,20,2.3630,138,104,0
12,20,2.3759,138,104,0
11,20,2.4217,139,104,0
8,20,2.4446,139,104,0
8,20,2.4482,140,105,0
9,20,2.4518,140,106,0
12,20,2.4582,140,106,0
7,20,2.5040,141,106,0
8,20,2.5060,142,107,0
9,20,2.5095,143,108,0
7,20,2.5160,144,108,0
8,20,2.5179,145,109,0
9,20,2.5215,145,110,0
7,20,2.5279,146,110,0
8,20,2.5299,146,111,0
9,20,2.5335,146,112,0
8,20,2.5399,147,112,0
8,20,2.5435,147,113,0
9,20,2.5471,147,114,0
10,20,2.5535,148,114,0
7,20,2.5664,148,114,0
8,20,2.5683,149,115,0
9,20,2.5719,149,116,0
11,20,2.5783,149,116,0
7,20,2.6012,149,116,0
8,20,2.6032,149,117,0
9,20,2.6068,149,118,0
9,20,2.6132,150,118,0
9,20,2.6196,150,118,0
12,20,2.6261,151,118,0
8,20,2.6719,152,118,0
8,20,2.6754,152,119,0
9,20,2.6790,152,120,0
8,20,2.6855,152,120,0
8,20,2.6890,153,121,0
9,20,2.6926,153,122,0
8,20,2.6990,153,122,0
8,20,2.7026,154,123,0
9,20,2.7062,155,124,0
12,20,2.7126,156,124,0
8,20,2.7584,156,124,0
8,20,2.7620,156,125,0
9,20,2.7656,156,126,0
9,20,2.7720,157,126,0
9,20,2.7784,158,126,0
11,20,2.7849,159,126,0
9,20,2.8078,159,126,0
11,20,2.8142,160,126,0
9,20,2.8371,160,126,0
7,20,2.8435,161,126,0
8,20,2.8455,162,127,0
9,20,2.8491,162,128,0
7,20,2.8555,163,128,0
8,20,2.8575,164,129,0
9,20,2.8610,165,130,0
10,20,2.8675,165,130,0
9,20,2.8804,165,130,0
10,20,2.8868,166,130,0
9,20,2.8997,167,130,0
7,20,2.9061,168,130,0
8,20,2.9081,168,131,0
9,20,2.9116,169,132,0
8,20,2.9181,170,132,0
8,20,2.9216,171,133,0
9,20,2.9252,172,134,0
7,20,2.9317,173,134,0
8,20,2.9336,174,135,0
9,20,2.9372,174,136,0
9,20,2.9436,174,136,0
10,20,2.9501,174,136,0
7,20,2.9629,175,136,0
8,20,2.9649,175,137,0
9,20,2.9685,176,138,0
8,20,2.9749,177,138,0
8,20,2.9785,178,139,0
9,20,2.9821,179,140,0
8,20,2.9885,179,140,0
8,20,2.9921,179,141,0
9,20,2.9956,179,142,0
7,20,3.0021,179,142,0
8,20,3.0040,179,143,0
9,20,3.0076,180,144,0
11,20,3.0140,181,144,0
8,20,3.0369,181,144,0
8,20,3.0405,182,145,0
9,20,3.0441,182,146,0
8,20,3.0505,182,146,0
8,20,3.0541,183,147,0
9,20,3.0577,183,148,0
8,20,3.0641,183,148,0
8,20,3.0677,183,149,0
9,20,3.0713,183,150,0
7,20,3.0777,184,150,0
8,20,3.0797,184,151,0
9,20,3.0832,184,152,0
10,20,3.0897,184,152,0
8,20,3.1025,184,152,0
8,20,3.1061,184,153,0
9,20,3.1097,184,154,0
12,20,3.1161,185,154,0
7,20,3.1619,186,154,0
8,20,3.1639,187,155,0
9,20,3.1674,187,156,0
8,20,3.1739,188,156,0
8,20,3.1775,189,157,0
9,20,3.1810,189,158,0
9,20,3.1875,190,158,0
8,20,3.1939,191,158,0
8,20,3.1975,192,159,0
9,20,3.2010,193,160,0
8,20,3.2075,194,160,0
8,20,3.2111,195,161,0
9,20,3.2146,195,162,0
7,20,3.2211,195,162,0
8,20,3.2230,195,163,0
9,20,3.2266,195,164,0
12,20,3.2330,195,164,0
10,20,3.2788,195,164,0
10,20,3.2917,196,164,0
11,20,3.3046,197,164,0
11,20,3.3275,197,164,0
12,20,3.3504,198,164,0
12,20,3.3962,198,164,0
9,20,3.4420,199,164,0
11,20,3.4484,200,164,0
12,20,3.4713,201,164,0
10,20,3.5171,201,164,0
10,20,3.5300,201,164,0
12,20,3.5428,202,164,0
7,20,3.5886,203,164,0
8,20,3.5906,204,165,0
9,20,3.5942,205,166,0
7,20,3.6006,205,166,0
8,20,3.6026,206,167,0
9,20,3.6061,207,168,0
11,20,3.6126,208,168,0
10,20,3.6355,209,168,0
10,20,3.6483,209,168,0
7,20,3.6612,210,168,0
8,20,3.6632,211,169,0
9,20,3.6668,212,170,0
7,20,3.6732,212,170,0
8,20,3.6752,213,171,0
9,20,3.6787,214,172,0
7,20,3.6852,215,172,0
8,20,3.6871,216,173,0
9,20,3.6907,216,174,0
12,20,3.6971,217,174,0
9,20,3.7429,218,174,0
12,20,3.7494,219,174,0
7,20,3.7952,219,174,0
8,20,3.7971,219,175,0
9,20,3.8007,220,176,0
10,20,3.8071,221,176,0
10,20,3.8200,222,176,0
10,20,3.8329,223,176,0
9,20,3.8458,223,176,0
9,20,3.8522,223,176,0
10,20,3.8586,224,176,0
7,20,3.8715,225,176,0
8,20,3.8735,226,177,0
9,20,3.8770,227,178,0
12,20,3.8835,228,178,0
9,20,3.9293,228,178,0
10,20,3.9357,228,178,0
12,20,3.9486,229,178,0
10,20,3.9944,229,178,0
7,20,4.0072,230,178,0
8,20,4.0092,230,179,0
9,20,4.0128,230,180,0
8,20,4.0192,231,180,0
8,20,4.0228,231,181,0
9,20,4.0264,232,182,0
11,20,4.0328,232,182,0
10,20,4.0557,232,182,0
10,20,4.0686,233,182,0
8,20,4.0814,233,182,0
8,20,4.0850,233,183,0
9,20,4.0886,234,184,0
12,20,4.0950,235,184,0
12,20,4.1408,236,184,0
10,20,4.1866,237,184,0
9,20,4.1995,238,184,0
7,20,4.2059,239,184,0
8,20,4.2079,239,185,0
9,20,4.2114,239,186,0
10,20,4.2179,239,186,0
10,20,4.2308,240,186,0
8,20,4.2436,241,186,0
8,20,4.2472,242,187,0
9,20,4.2508,243,188,0
7,20,4.2572,244,188,0
8,20,4.2592,245,189,0
9,20,4.2627,245,190,0
11,20,4.2692,246,190,0
9,20,4.2921,247,190,0
10,20,4.2985,248,190,0
11,20,4.3114,248,190,0
12,20,4.3343,248,190,0
8,20,4.3801,249,190,0
8,20,4.3837,250,191,0
9,20,4.3872,251,192,0
7,20,4.3937,252,192,0
8,20,4.3956,252,193,0
9,20,4.3992,252,194,0
8,20,4.4056,252,194,0
8,20,4.4092,253,195,0
9,20,4.4128,253,196,0
10,20,4.4192,254,196,0
8,20,4.4321,255,196,0
8,20,4.4357,256,197,0
9,20,4.4392,257,198,0
12,20,4.4457,258,198,0
12,20,4.4915,258,198,0
8,20,4.5373,259,198,0
8,20,4.5408,260,199,0
9,20,4.5444,260,200,0
8,20,4.5508,261,200,0
8,20,4.5544,262,201,0
9,20,4.5580,263,202,0
11,20,4.5644,263,202,0
12,20,4.5873,263,202,0
9,20,4.6331,263,202,0
9,20,4.6396,263,202,0
10,20,4.6460,264,202,0
7,20,4.6589,265,202,0
8,20,4.6608,266,203,0
9,20,4.6644,266,204,0
12,20,4.6708,267,204,0
7,20,4.7166,267,204,0
8,20,4.7186,268,205,0
9,20,4.7222,269,206,0
7,20,4.7286,270,206,0
8,20,4.7306,270,207,0
9,20,4.7341,271,208,0
10,20,4.7406,271,208,0
7,20,4.7534,272,208,0
8,20,4.7554,273,209,0
9,20,4.7590,274,210,0
8,20,4.7654,274,210,0
8,20,4.7690,274,211,0
9,20,4.7726,275,212,0
11,20,4.7790,276,212,0
11,20,4.8019,276,212,0
9,20,4.8248,277,212,0
12,20,4.8312,277,212,0
11,20,4.8770,278,212,0
8,20,4.8999,278,212,0
8,20,4.9035,278,213,0
9,20,4.9071,279,214,0
7,20,4.9135,280,214,0
8,20,4.9155,280,215,0
9,20,4.9190,281,216,0
12,20,4.9255,281,216,0
10,20,4.9713,282,216,0
8,20,4.9842,282,216,0
8,20,4.9877,282,217,0
9,20,4.9913,283,218,0
8,20,4.9977,283,218,0
8,20,5.0013,283,219,0
9,20,5.0049,283,220,0
8,20,5.0113,284,220,0
8,20,5.0149,284,221,0
9,20,5.0185,285,222,0
9,20,5.0249,286,222,0
12,20,5.0313,286,222,0
8,20,5.0771,286,222,0
8,20,5.0807,287,223,0
9,20,5.0843,288,224,0
9,20,5.0907,289,224,0
11,20,5.0971,290,224,0
9,20,5.1200,291,224,0
7,20,5.1265,291,224,0
8,20,5.1284,292,225,0
9,20,5.1320,292,226,0
8,20,5.1385,292,226,0
8,20,5.1420,293,227,0
9,20,5.1456,293,228,0
7,20,5.1520,293,228,0
8,20,5.1540,294,229,0
9,20,5.1576,295,230,0
7,20,5.1640,295,230,0
8,20,5.1660,295,231,0
9,20,5.1695,295,232,0
8,20,5.1760,295,232,0
8,20,5.1796,296,233,0
9,20,5.1831,297,234,0
9,20,5.1896,297,234,0
12,20,5.1960,298,234,0
7,20,5.2418,299,234,0
8,20,5.2438,300,235,0
9,20,5.2473,300,236,0
12,20,5.2538,300,236,0
11,20,5.2996,300,236,0
9,20,5.3225,301,236,0
7,20,5.3289,302,236,0
8,20,5.3309,303,237,0
9,20,5.3344,303,238,0
12,20,5.3409,304,238,0
10,20,5.3867,305,238,0
12,20,5.3995,306,238,0
9,20,5.4453,307,238,0
9,20,5.4518,308,238,0
9,20,5.4582,309,238,0
10,20,5.4646,309,238,0
10,20,5.4775,310,238,0
8,20,5.4904,310,238,0
8,20,5.4940,311,239,0
9,20,5.4975,311,240,0
11,20,5.5040,312,240,0
9,20,5.5269,312,240,0
7,20,5.5333,312,240,0
8,20,5.5353,312,241,0
9,20,5.5388,313,242,0
9,20,5.5453,314,242,0
8,20,5.5517,315,242,0
8,20,5.5553,315,243,0
9,20,5.5589,315,244,0
8,20,5.5653,316,244,0
8,20,5.5689,317,245,0
9,20,5.5724,318,246,0
11,20,5.5789,318,246,0
12,20,5.6018,318,246,0
9,20,5.6476,319,246,0
12,20,5.6540,319,246,0
8,20,5.6998,320,246,0
8,20,5.7034,321,247,0
9,20,5.7069,322,248,0
8,20,5.7134,322,248,0
8,20,5.7170,323,249,0
9,20,5.7205,324,250,0
12,20,5.7270,324,250,0
12,20,5.7728,325,250,0
7,20,5.8186,325,250,0
8,20,5.8205,325,251,0
9,20,5.8241,326,252,0
10,20,5.8305,327,252,0
7,20,5.8434,328,252,0
8,20,5.8454,328,253,0
9,20,5.8489,329,254,0
8,20,5.8554,330,254,0
8,20,5.8589,331,255,0
9,20,5.8625,332,256,0
10,20,5.8690,333,257,0
7,20,5.8818,333,257,0
8,20,5.8838,334,258,0
9,20,5.8874,335,259,0
9,20,5.8938,335,259,0
12,20,5.9002,335,259,0
8,20,5.9460,336,259,0
8,20,5.9496,337,260,0
9,20,5.9532,338,261,0
10,20,5.9596,339,261,0
9,20,5.9725,340,261,0
10,20,5.9789,341,261,0
12,20,5.9918,341,261,0
10,20,6.0376,341,261,0
8,20,6.0505,341,262,0
9,20,6.0540,342,263,0
11,20,6.0605,343,263,0
9,20,6.0834,343,263,0
10,20,6.0898,344,263,0
12,20,6.1027,344,263,0
9,20,6.1485,344,263,0
8,20,6.1549,345,263,0
8,20,6.1585,345,264,0
9,20,6.1620,345,265,0
8,20,6.1685,346,265,0
8,20,6.1721,347,266,0
9,20,6.1756,347,267,0
10,20,6.1821,348,267,0
8,20,6.1949,348,267,0
8,20,6.1985,348,268,0
9,20,6.2021,349,269,0
8,20,6.2085,350,269,0
8,20,6.2121,351,270,0
9,20,6.2157,351,271,0
9,20,6.2221,351,271,0
12,20,6.2285,351,271,0
11,20,6.2743,352,271,0
7,20,6.2972,353,271,0
8,20,6.2992,353,272,0
9,20,6.3028,353,273,0
7,20,6.3092,354,273,0
8,20,6.3112,354,274,0
9,20,6.3147,354,275,0
11,20,6.3212,355,275,0
12,20,6.3441,356,275,0
9,20,6.3899,356,275,0
10,20,6.3963,357,275,0
12,20,6.4092,358,275,0
10,20,6.4550,359,275,0
7,20,6.4678,360,275,0
8,20,6.4698,360,276,0
9,20,6.4734,361,277,0
12,20,6.4798,361,277,0
8,20,6.5256,362,277,0
8,20,6.5292,363,278,0
9,20,6.5328,364,279,0
11,20,6.5392,365,279,0
7,20,6.5621,365,279,0
8,20,6.5641,366,280,0
9,20,6.5676,367,281,0
8,20,6.5741,368,281,0
8,20,6.5776,369,282,0
9,20,6.5812,370,283,0
11,20,6.5876,371,283,0
11,20,6.6105,371,283,0
9,20,6.6334,372,283,0
7,20,6.6399,372,283,0
8,20,6.6418,373,284,0
9,20,6.6454,373,285,0
10,20,6.6518,373,285,0
12,20,6.6647,373,285,0
7,20,6.7105,374,285,0
8,20,6.7125,375,286,0
9,20,6.7161,375,287,0
10,20,6.7225,376,287,0
8,20,6.7354,376,287,0
8,20,6.7389,376,288,0
9,20,6.7425,376,289,0
8,20,6.7489,377,289,0
8,20,6.7525,378,290,0
9,20,6.7561,378,291,0
8,20,6.7625,379,291,0
8,20,6.7661,379,292,0
9,20,6.7697,379,293,0
12,20,6.7761,379,293,0
12,20,6.8219,380,293,0
8,20,6.8677,380,293,0
8,20,6.8713,381,294,0
9,20,6.8748,381,295,0
12,20,6.8813,381,295,0
12,20,6.9271,382,295,0
9,20,6.9729,383,295,0
11,20,6.9793,384,295,0
10,20,7.0022,384,295,0
12,20,7.0151,384,295,0
12,20,7.0609,384,295,0
8,20,7.1067,385,295,0
8,20,7.1102,386,296,0
9,20,7.1138,386,297,0
9,20,7.1202,387,297,0
8,20,7.1267,388,297,0
8,20,7.1303,389,298,0
9,20,7.1338,389,299,0
9,20,7.1403,390,299,0
11,20,7.1467,391,299,0
11,20,7.1696,391,299,0
7,20,7.1925,392,299,0
8,20,7.1945,393,300,0
9,20,7.1980,394,301,0
8,20,7.2045,395,301,0
8,20,7.2080,396,302,0
9,20,7.2116,397,303,0
11,20,7.2181,398,303,0
8,20,7.2410,398,303,0
8,20,7.2445,399,304,0
9,20,7.2481,400,305,0
8,20,7.2545,400,305,0
8,20,7.2581,401,306,0
9,20,7.2617,401,307,0
9,20,7.2681,401,307,0
8,20,7.2746,401,307,0
8,20,7.2781,402,308,0
9,20,7.2817,403,309,0
10,20,7.2881,404,309,0
9,20,7.3010,404,309,0
10,20,7.3074,404,309,0
11,20,7.3203,404,309,0
7,20,7.3432,404,309,0
8,20,7.3452,405,310,0
9,20,7.3487,406,311,0
9,20,7.3552,406,311,0
10,20,7.3616,407,311,0
12,20,7.3745,408,311,0
7,20,7.4203,409,311,0
8,20,7.4222,410,312,0
9,20,7.4258,410,313,0
9,20,7.4323,411,313,0
8,20,7.4387,412,313,0
8,20,7.4423,412,314,0
9,20,7.4458,413,315,0
8,20,7.4523,413,315,0
8,20,7.4558,414,316,0
9,20,7.4594,415,317,0
8,20,7.4659,415,317,0
8,20,7.4694,415,318,0
9,20,7.4730,415,319,0
12,20,7.4794,416,319,0
8,20,7.5252,416,319,0
8,20,7.5288,416,320,0
9,20,7.5324,417,321,0
12,20,7.5388,418,321,0
7,20,7.5846,418,321,0
8,20,7.5866,418,322,0
9,20,7.5902,419,323,0
12,20,7.5966,419,323,0
8,20,7.6424,420,323,0
8,20,7.6460,421,324,0
9,20,7.6495,421,325,0
12,20,7.6560,422,325,0
12,20,7.7018,422,325,0
10,20,7.7476,423,325,0
9,20,7.7604,424,325,0
7,20,7.7669,425,325,0
8,20,7.7688,425,326,0
9,20,7.7724,426,327,0
12,20,7.7788,426,327,0
9,20,7.8246,427,327,0
12,20,7.8311,428,327,0
12,20,7.8769,428,327,0
12,20,7.9227,428,327,0
11,20,7.9685,429,327,0
12,20,7.9914,430,327,0
10,20,8.0371,431,327,0
9,20,8.0500,432,327,0
10,20,8.0565,433,327,0
7,20,8.0693,434,327,0
8,20,8.0713,434,328,0
9,20,8.0749,434,329,0
8,20,8.0813,434,329,0
8,20,8.0849,434,330,0
9,20,8.0884,434,331,0
11,20,8.0949,435,331,0
11,20,8.1178,436,331,0
8,20,8.1407,436,331,0
8,20,8.1442,437,332,0
9,20,8.1478,437,333,0
10,20,8.1543,438,333,0
11,20,8.1671,439,333,0
10,20,8.1900,440,333,0
8,20,8.2029,440,333,0
8,20,8.2065,441,334,0
9,20,8.2100,442,335,0
10,20,8.2165,443,335,0
8,20,8.2294,444,335,0
8,20,8.2329,445,336,0
9,20,8.2365,445,337,0
10,20,8.2429,445,337,0
10,20,8.2558,446,337,0
12,20,8.2687,447,337,0
7,20,8.3145,448,337,0
8,20,8.3164,448,338,0
9,20,8.3200,449,339,0
10,20,8.3264,450,339,0
9,20,8.3393,451,339,0
12,20,8.3458,452,339,0
12,20,8.3915,452,339,0
11,20,8.4373,453,339,0
8,20,8.4602,454,339,0
8,20,8.4638,455,340,0
9,20,8.4674,456,341,0
8,20,8.4738,457,341,0
8,20,8.4774,458,342,0
9,20,8.4810,459,343,0
9,20,8.4874,459,343,0
11,20,8.4938,459,343,0
11,20,8.5167,460,343,0
10,20,8.5396,461,343,0
10,20,8.5525,462,343,0
10,20,8.5654,462,343,0
11,20,8.5782,462,343,0
11,20,8.6011,463,343,0
9,20,8.6240,464,343,0
10,20,8.6305,465,343,0
12,20,8.6434,466,343,0
10,20,8.6891,466,343,0
7,20,8.7020,467,343,0
8,20,8.7040,468,344,0
9,20,8.7076,469,345,0
10,20,8.7140,469,345,0
8,20,8.7269,470,345,0
8,20,8.7304,471,346,0
9,20,8.7340,472,347,0
11,20,8.7404,472,347,0
12,20,8.7633,473,347,0
8,20,8.8091,473,347,0
8,20,8.8127,473,348,0
9,20,8.8163,474,349,0
11,20,8.8227,474,349,0
7,20,8.8456,475,349,0
8,20,8.8476,476,350,0
9,20,8.8512,477,351,0
12,20,8.8576,477,351,0
12,20,8.9034,478,351,0
11,20,8.9492,479,351,0
11,20,8.9721,479,351,0
10,20,8.9950,479,351,0
11,20,9.0078,480,351,0
9,20,9.0307,481,351,0
7,20,9.0372,482,351,0
8,20,9.0391,483,352,0
9,20,9.0427,484,353,0
7,20,9.0492,485,353,0
8,20,9.0511,486,354,0
9,20,9.0547,487,355,0
9,20,9.0611,487,355,0
11,20,9.0676,488,355,0
12,20,9.0905,488,355,0
11,20,9.1363,489,355,0
12,20,9.1592,490,355,0
8,20,9.2050,491,355,0
8,20,9.2085,491,356,0
9,20,9.2121,491,357,0
11,20,9.2185,492,357,0
10,20,9.2414,493,357,0
8,20,9.2543,494,357,0
8,20,9.2579,495,358,0
9,20,9.2614,496,359,0
9,20,9.2679,497,359,0
11,20,9.2743,498,359,0
10,20,9.2972,499,359,0
11,20,9.3101,499,359,0
10,20,9.3330,499,359,0
8,20,9.3459,499,359,0
8,20,9.3494,499,360,0
9,20,9.3530,500,361,0
7,20,9.3594,501,361,0
8,20,9.3614,502,362,0
9,20,9.3650,503,363,0
8,20,9.3714,503,363,0
8,20,9.3750,504,364,0
9,20,9.3786,505,365,0
9,20,9.3850,506,365,0
7,20,9.3914,507,365,0
8,20,9.3934,508,366,0
9,20,9.3970,509,367,0
11,20,9.4034,510,367,0
11,20,9.4263,510,367,0
8,20,9.4492,511,367,0
8,20,9.4528,512,368,0
9,20,9.4563,512,369,0
10,20,9.4628,513,369,0
8,20,9.4757,514,369,0
8,20,9.4792,514,370,0
9,20,9.4828,515,371,0
7,20,9.4892,516,371,0
8,20,9.4912,516,372,0
9,20,9.4948,517,373,0
7,20,9.5012,518,373,0
8,20,9.5032,518,374,0
9,20,9.5067,519,375,0
9,20,9.5132,519,375,0
9,20,9.5196,520,375,0
8,20,9.5261,520,375,0
8,20,9.5296,520,376,0
9,20,9.5332,521,377,0
11,20,9.5396,522,377,0
9,20,9.5625,523,377,0
10,20,9.5690,524,377,0
12,20,9.5818,525,377,0
10,20,9.6276,526,377,0
12,20,9.6405,527,377,0
12,20,9.6863,527,377,0
8,20,9.7321,528,377,0
8,20,9.7357,529,378,0
9,20,9.7392,530,379,0
7,20,9.7457,531,379,0
8,20,9.7476,532,380,0
9,20,9.7512,533,381,0
8,20,9.7577,533,381,0
8,20,9.7612,533,382,0
9,20,9.7648,534,383,0
12,20,9.7712,535,383,0
9,20,9.8170,535,383,0
10,20,9.8235,535,383,0
9,20,9.8363,536,383,0
7,20,9.8428,536,383,0
8,20,9.8447,537,384,0
9,20,9.8483,537,385,0
11,20,9.8547,538,385,0
8,20,9.8776,538,385,0
8,20,9.8812,538,386,0
9,20,9.8848,539,387,0
7,20,9.8912,539,387,0
8,20,9.8932,540,388,0
9,20,9.8968,540,389,0
7,20,9.9032,540,389,0
8,20,9.9052,541,390,0
9,20,9.9087,541,391,0
10,20,9.9152,541,391,0
11,20,9.9280,541,391,0
11,20,9.9509,542,391,0
12,20,9.9738,542,391,0
7,20,10.0196,542,391,0
8,20,10.0216,543,392,0
9,20,10.0252,543,393,0
10,20,10.0316,543,393,0
9,20,10.0445,544,393,0
7,20,10.0509,545,393,0
8,20,10.0529,545,394,0
9,20,10.0565,546,395,0
10,20,10.0629,547,395,0
