# sf,power,energy,firstSentPacket,packetColid,packetTotalLost
9,20,1.3605,73,52,0
8,20,1.3669,74,52,0
8,20,1.3705,75,53,0
9,20,1.3741,75,54,0
11,20,1.3805,76,54,0
7,20,1.4034,77,54,0
8,20,1.4054,77,55,0
9,20,1.4090,78,56,0
9,20,1.4154,79,56,0
10,20,1.4218,80,56,0
7,20,1.4347,80,56,0
8,20,1.4367,81,57,0
9,20,1.4402,81,58,0
9,20,1.4467,81,58,0
10,20,1.4531,82,58,0
11,20,1.4660,83,58,0
7,20,1.4889,83,58,0
8,20,1.4908,84,59,0
9,20,1.4944,85,60,0
9,20,1.5008,86,60,0
7,20,1.5073,87,60,0
8,20,1.5092,87,61,0
9,20,1.5128,88,62,0
9,20,1.5193,88,62,0
12,20,1.5257,89,62,0
11,20,1.5715,89,62,0
11,20,1.5944,89,62,0
10,20,1.6173,90,62,0
12,20,1.6302,91,62,0
12,20,1.6759,92,62,0
8,20,1.7217,93,62,0
8,20,1.7253,94,63,0
9,20,1.7289,95,64,0
10,20,1.7353,96,64,0
9,20,1.7482,97,64,0
10,20,1.7546,97,64,0
12,20,1.7675,98,64,0
8,20,1.8133,98,64,0
8,20,1.8169,99,65,0
9,20,1.8204,100,66,0
7,20,1.8269,101,66,0
8,20,1.8288,102,67,0
9,20,1.8324,102,68,0
10,20,1.8389,102,68,0
10,20,1.8517,102,68,0
12,20,1.8646,103,68,0
11,20,1.9104,104,68,0
7,20,1.9333,104,68,0
8,20,1.9353,105,69,0
9,20,1.9388,106,70,0
12,20,1.9453,107,70,0
9,20,1.9911,108,70,0
11,20,1.9975,109,70,0
9,20,2.0204,110,70,0
12,20,2.0268,111,70,0
11,20,2.0726,112,70,0
11,20,2.0955,112,70,0
7,20,2.1184,113,70,0
8,20,2.1204,114,71,0
9,20,2.1240,114,72,0
9,20,2.1304,115,72,0
12,20,2.1368,115,72,0
10,20,2.1826,116,72,0
9,20,2.1955,117,72,0
7,20,2.2019,118,72,0
8,20,2.2039,119,73,0
9,20,2.2075,119,74,0
11,20,2.2139,120,74,0
7,20,2.2368,121,74,0
8,20,2.2388,122,75,0
9,20,2.2423,123,76,0
8,20,2.2488,123,76,0
8,20,2.2523,123,77,0
9,20,2.2559,124,78,0
7,20,2.2624,124,78,0
8,20,2.2643,125,79,0
9,20,2.2679,125,80,0
8,20,2.2743,125,80,0
8,20,2.2779,126,81,0
9,20,2.2815,126,82,0
7,20,2.2879,126,82,0
8,20,2.2899,126,83,0
9,20,2.2934,126,84,0
11,20,2.2999,127,84,0
11,20,2.3228,128,84,0
8,20,2.3457,128,84,0
8,20,2.3493,128,85,0
9,20,2.3528,129,86,0
7,20,2.3593,129,86,0
8,20,2.3612,130,87,0
9,20,2.3648,131,88,0
10,20,2.3712,131,88,0
9,20,2.3841,131,88,0
11,20,2.3905,132,88,0
8,20,2.4134,133,88,0
8,20,2.4170,134,89,0
9,20,2.4206,134,90,0
10,20,2.4270,134,90,0
8,20,2.4399,135,90,0
8,20,2.4435,136,91,0
9,20,2.4470,136,92,0
10,20,2.4535,137,92,0
8,20,2.4663,138,92,0
8,20,2.4699,138,93,0
9,20,2.4735,139,94,0
8,20,2.4799,139,94,0
8,20,2.4835,139,95,0
9,20,2.4871,139,96,0
10,20,2.4935,140,96,0
10,20,2.5064,141,96,0
11,20,2.5193,142,96,0
11,20,2.5422,143,96,0
12,20,2.5650,143,96,0
9,20,2.6108,143,96,0
11,20,2.6173,144,96,0
9,20,2.6402,144,96,0
10,20,2.6466,145,96,0
10,20,2.6595,146,96,0
12,20,2.6724,147,96,0
10,20,2.7182,148,96,0
11,20,2.7310,149,96,0
9,20,2.7539,150,96,0
9,20,2.7604,151,96,0
9,20,2.7668,152,96,0
11,20,2.7732,153,96,0
10,20,2.7961,154,96,0
8,20,2.8090,155,96,0
8,20,2.8126,156,97,0
9,20,2.8161,157,98,0
7,20,2.8226,157,98,0
8,20,2.8245,158,99,0
9,20,2.8281,159,100,0
10,20,2.8346,160,100,0
9,20,2.8474,160,100,0
9,20,2.8539,161,100,0
9,20,2.8603,162,100,0
10,20,2.8667,162,100,0
8,20,2.8796,163,100,0
8,20,2.8832,164,101,0
9,20,2.8867,164,102,0
12,20,2.8932,165,102,0
7,20,2.9390,166,102,0
8,20,2.9409,167,103,0
9,20,2.9445,168,104,0
11,20,2.9510,168,104,0
11,20,2.9738,169,104,0
7,20,2.9967,169,104,0
8,20,2.9987,169,105,0
9,20,3.0023,170,106,0
9,20,3.0087,171,106,0
7,20,3.0152,171,106,0
8,20,3.0171,171,107,0
9,20,3.0207,172,108,0
11,20,3.0271,172,108,0
10,20,3.0500,173,108,0
10,20,3.0629,173,108,0
9,20,3.0758,174,108,0
8,20,3.0822,174,108,0
8,20,3.0858,175,109,0
9,20,3.0894,176,110,0
9,20,3.0958,176,110,0
8,20,3.1022,176,110,0
8,20,3.1058,177,111,0
9,20,3.1094,178,112,0
11,20,3.1158,179,112,0
11,20,3.1387,179,112,0
11,20,3.1616,180,112,0
9,20,3.1845,181,112,0
8,20,3.1909,182,112,0
8,20,3.1945,183,113,0
9,20,3.1981,184,114,0
9,20,3.2045,185,114,0
8,20,3.2110,186,114,0
8,20,3.2145,187,115,0
9,20,3.2181,187,116,0
11,20,3.2245,187,116,0
12,20,3.2474,188,116,0
12,20,3.2932,189,116,0
12,20,3.3390,190,116,0
8,20,3.3848,191,116,0
8,20,3.3884,191,117,0
9,20,3.3920,192,118,0
7,20,3.3984,193,118,0
8,20,3.4004,194,119,0
9,20,3.4039,194,120,0
7,20,3.4104,194,120,0
8,20,3.4123,195,121,0
9,20,3.4159,195,122,0
9,20,3.4223,195,122,0
9,20,3.4288,196,122,0
11,20,3.4352,197,122,0
7,20,3.4581,198,122,0
8,20,3.4601,198,123,0
9,20,3.4637,199,124,0
8,20,3.4701,199,124,0
8,20,3.4737,199,125,0
9,20,3.4772,200,126,0
10,20,3.4837,201,126,0
12,20,3.4965,201,126,0
7,20,3.5423,202,126,0
8,20,3.5443,202,127,0
9,20,3.5479,203,128,0
12,20,3.5543,204,128,0
9,20,3.6001,204,128,0
7,20,3.6065,204,128,0
8,20,3.6085,204,129,0
9,20,3.6121,204,130,0
12,20,3.6185,205,130,0
12,20,3.6643,205,130,0
9,20,3.7101,206,130,0
12,20,3.7165,207,130,0
10,20,3.7623,208,130,0
9,20,3.7752,209,130,0
7,20,3.7816,210,130,0
8,20,3.7836,211,131,0
9,20,3.7872,212,132,0
12,20,3.7936,213,132,0
7,20,3.8394,213,132,0
8,20,3.8414,214,133,0
9,20,3.8450,215,134,0
12,20,3.8514,215,134,0
7,20,3.8972,215,134,0
8,20,3.8991,215,135,0
9,20,3.9027,215,136,0
12,20,3.9092,216,136,0
10,20,3.9550,216,136,0
8,20,3.9678,217,136,0
8,20,3.9714,218,137,0
9,20,3.9750,219,138,0
10,20,3.9814,219,138,0
8,20,3.9943,220,138,0
8,20,3.9978,220,139,0
9,20,4.0014,221,140,0
7,20,4.0079,221,140,0
8,20,4.0098,222,141,0
9,20,4.0134,223,142,0
7,20,4.0198,223,142,0
8,20,4.0218,223,143,0
9,20,4.0254,224,144,0
7,20,4.0318,224,144,0
8,20,4.0338,225,145,0
9,20,4.0373,226,146,0
11,20,4.0438,226,146,0
12,20,4.0667,227,146,0
10,20,4.1125,228,146,0
11,20,4.1253,229,146,0
7,20,4.1482,230,146,0
8,20,4.1502,230,147,0
9,20,4.1538,230,148,0
11,20,4.1602,230,148,0
7,20,4.1831,230,148,0
8,20,4.1851,231,149,0
9,20,4.1886,232,150,0
12,20,4.1951,232,150,0
12,20,4.2409,232,150,0
11,20,4.2867,232,150,0
7,20,4.3096,233,150,0
8,20,4.3115,234,151,0
9,20,4.3151,234,152,0
9,20,4.3215,235,152,0
12,20,4.3280,235,152,0
7,20,4.3738,236,152,0
8,20,4.3757,237,153,0
9,20,4.3793,238,154,0
8,20,4.3858,238,154,0
8,20,4.3893,239,155,0
9,20,4.3929,239,156,0
11,20,4.3993,240,156,0
7,20,4.4222,241,156,0
8,20,4.4242,242,157,0
9,20,4.4278,242,158,0
9,20,4.4342,242,158,0
12,20,4.4406,243,158,0
9,20,4.4864,244,158,0
12,20,4.4929,245,158,0
10,20,4.5387,246,158,0
10,20,4.5515,247,158,0
9,20,4.5644,247,158,0
11,20,4.5708,248,158,0
9,20,4.5937,249,158,0
8,20,4.6002,249,158,0
8,20,4.6038,249,159,0
9,20,4.6073,249,160,0
10,20,4.6138,250,160,0
8,20,4.6266,251,160,0
8,20,4.6302,252,161,0
9,20,4.6338,253,162,0
11,20,4.6402,253,162,0
7,20,4.6631,254,162,0
8,20,4.6651,255,163,0
9,20,4.6686,255,164,0
7,20,4.6751,256,164,0
8,20,4.6770,257,165,0
9,20,4.6806,258,166,0
10,20,4.6871,258,166,0
12,20,4.6999,258,166,0
10,20,4.7457,258,166,0
11,20,4.7586,259,166,0
9,20,4.7815,259,166,0
8,20,4.7879,260,166,0
8,20,4.7915,261,167,0
9,20,4.7951,261,168,0
12,20,4.8015,262,168,0
11,20,4.8473,262,168,0
7,20,4.8702,263,168,0
8,20,4.8722,264,169,0
9,20,4.8757,264,170,0
11,20,4.8822,265,170,0
11,20,4.9051,266,170,0
11,20,4.9280,266,170,0
12,20,4.9509,267,170,0
11,20,4.9967,268,170,0
7,20,5.0196,269,170,0
8,20,5.0215,270,171,0
9,20,5.0251,270,172,0
10,20,5.0315,271,172,0
12,20,5.0444,272,172,0
12,20,5.0902,272,172,0
9,20,5.1360,273,172,0
12,20,5.1424,274,172,0
9,20,5.1882,275,172,0
8,20,5.1947,276,172,0
8,20,5.1982,276,173,0
9,20,5.2018,277,174,0
10,20,5.2082,278,174,0
9,20,5.2211,279,174,0
8,20,5.2276,279,174,0
8,20,5.2311,280,175,0
9,20,5.2347,281,176,0
9,20,5.2411,282,176,0
9,20,5.2476,282,176,0
7,20,5.2540,282,176,0
8,20,5.2560,283,177,0
9,20,5.2595,284,178,0
11,20,5.2660,284,178,0
9,20,5.2889,285,178,0
8,20,5.2953,286,178,0
8,20,5.2989,287,179,0
9,20,5.3025,288,180,0
10,20,5.3089,288,180,0
11,20,5.3218,289,180,0
9,20,5.3447,289,180,0
10,20,5.3511,290,180,0
8,20,5.3640,291,180,0
8,20,5.3675,292,181,0
9,20,5.3711,293,182,0
7,20,5.3776,294,182,0
8,20,5.3795,295,183,0
9,20,5.3831,296,184,0
12,20,5.3895,297,184,0
7,20,5.4353,297,184,0
8,20,5.4373,297,185,0
9,20,5.4409,298,186,0
9,20,5.4473,299,186,0
10,20,5.4537,300,186,0
11,20,5.4666,301,186,0
7,20,5.4895,301,186,0
8,20,5.4915,302,187,0
9,20,5.4950,302,188,0
9,20,5.5015,302,188,0
12,20,5.5079,303,188,0
11,20,5.5537,304,188,0
8,20,5.5766,304,188,0
8,20,5.5802,304,189,0
9,20,5.5838,304,190,0
10,20,5.5902,305,190,0
12,20,5.6031,305,190,0
10,20,5.6489,306,190,0
9,20,5.6617,306,190,0
10,20,5.6682,306,190,0
10,20,5.6810,307,190,0
10,20,5.6939,308,190,0
10,20,5.7068,309,190,0
12,20,5.7196,310,190,0
12,20,5.7654,311,190,0
10,20,5.8112,312,190,0
8,20,5.8241,312,190,0
8,20,5.8277,313,191,0
9,20,5.8313,313,192,0
11,20,5.8377,314,192,0
8,20,5.8606,314,192,0
8,20,5.8642,315,193,0
9,20,5.8677,316,194,0
7,20,5.8742,316,194,0
8,20,5.8761,317,195,0
9,20,5.8797,318,196,0
8,20,5.8861,319,196,0
8,20,5.8897,320,197,0
9,20,5.8933,321,198,0
9,20,5.8997,322,198,0
12,20,5.9062,323,198,0
12,20,5.9520,324,198,0
11,20,5.9978,325,198,0
7,20,6.0206,325,198,0
8,20,6.0226,326,199,0
9,20,6.0262,326,200,0
12,20,6.0326,327,200,0
8,20,6.0784,328,200,0
8,20,6.0820,329,201,0
9,20,6.0856,329,202,0
11,20,6.0920,330,202,0
10,20,6.1149,331,202,0
9,20,6.1278,332,202,0
11,20,6.1342,333,202,0
8,20,6.1571,333,202,0
8,20,6.1607,334,203,0
9,20,6.1642,335,204,0
10,20,6.1707,335,204,0
10,20,6.1836,336,204,0
10,20,6.1964,337,204,0
8,20,6.2093,337,205,0
9,20,6.2129,337,206,0
8,20,6.2193,338,206,0
8,20,6.2229,339,207,0
9,20,6.2265,340,208,0
12,20,6.2329,340,208,0
8,20,6.2787,340,208,0
8,20,6.2823,341,209,0
9,20,6.2858,341,210,0
12,20,6.2923,342,210,0
9,20,6.3381,343,210,0
11,20,6.3445,344,210,0
10,20,6.3674,344,210,0
12,20,6.3803,344,210,0
9,20,6.4261,345,210,0
7,20,6.4325,346,210,0
8,20,6.4345,347,211,0
9,20,6.4380,348,212,0
11,20,6.4445,348,212,0
9,20,6.4674,348,212,0
10,20,6.4738,348,212,0
9,20,6.4867,349,212,0
12,20,6.4931,349,212,0
11,20,6.5389,350,212,0
7,20,6.5618,350,212,0
8,20,6.5638,351,213,0
9,20,6.5673,351,214,0
12,20,6.5738,352,214,0
11,20,6.6196,353,214,0
10,20,6.6425,354,214,0
8,20,6.6553,355,214,0
8,20,6.6589,356,215,0
9,20,6.6625,357,216,0
7,20,6.6689,358,216,0
8,20,6.6709,358,217,0
9,20,6.6745,359,218,0
10,20,6.6809,360,218,0
12,20,6.6938,360,218,0
10,20,6.7396,361,218,0
10,20,6.7524,361,218,0
9,20,6.7653,361,218,0
12,20,6.7717,361,218,0
8,20,6.8175,362,218,0
8,20,6.8211,363,219,0
9,20,6.8247,364,220,0
7,20,6.8311,364,220,0
8,20,6.8331,365,221,0
9,20,6.8367,366,222,0
12,20,6.8431,366,222,0
8,20,6.8889,367,222,0
8,20,6.8925,368,223,0
9,20,6.8960,369,224,0
8,20,6.9025,370,224,0
8,20,6.9060,370,225,0
9,20,6.9096,371,226,0
10,20,6.9161,372,226,0
7,20,6.9289,373,226,0
8,20,6.9309,374,227,0
9,20,6.9345,375,228,0
11,20,6.9409,376,228,0
8,20,6.9638,377,228,0
8,20,6.9674,377,229,0
9,20,6.9709,377,230,0
11,20,6.9774,377,230,0
11,20,7.0003,377,230,0
10,20,7.0232,377,230,0
8,20,7.0360,378,230,0
8,20,7.0396,378,231,0
9,20,7.0432,378,232,0
11,20,7.0496,379,232,0
9,20,7.0725,380,232,0
9,20,7.0790,380,232,0
11,20,7.0854,380,232,0
10,20,7.1083,380,232,0
9,20,7.1212,381,232,0
9,20,7.1276,381,232,0
10,20,7.1340,381,232,0
10,20,7.1469,381,232,0
7,20,7.1598,382,232,0
8,20,7.1617,383,233,0
9,20,7.1653,384,234,0
12,20,7.1718,385,234,0
9,20,7.2175,386,234,0
9,20,7.2240,387,234,0
7,20,7.2304,388,234,0
8,20,7.2324,388,235,0
9,20,7.2360,389,236,0
9,20,7.2424,390,236,0
7,20,7.2488,391,236,0
8,20,7.2508,392,237,0
9,20,7.2544,393,238,0
9,20,7.2608,393,238,0
9,20,7.2672,394,238,0
7,20,7.2737,395,238,0
8,20,7.2756,396,239,0
9,20,7.2792,396,240,0
10,20,7.2856,397,240,0
7,20,7.2985,397,240,0
8,20,7.3005,397,241,0
9,20,7.3041,397,242,0
8,20,7.3105,398,242,0
8,20,7.3141,398,243,0
9,20,7.3176,398,244,0
12,20,7.3241,399,244,0
12,20,7.3699,399,244,0
10,20,7.4157,400,244,0
12,20,7.4285,401,244,0
7,20,7.4743,401,244,0
8,20,7.4763,402,245,0
9,20,7.4799,403,246,0
9,20,7.4863,403,246,0
11,20,7.4927,404,246,0
7,20,7.5156,405,246,0
8,20,7.5176,405,247,0
9,20,7.5212,406,248,0
10,20,7.5276,407,248,0
10,20,7.5405,408,248,0
7,20,7.5534,409,248,0
8,20,7.5553,410,249,0
9,20,7.5589,411,250,0
10,20,7.5653,412,250,0
10,20,7.5782,413,250,0
8,20,7.5911,413,250,0
8,20,7.5946,414,251,0
9,20,7.5982,414,252,0
12,20,7.6046,414,252,0
8,20,7.6504,415,252,0
8,20,7.6540,415,253,0
9,20,7.6576,416,254,0
7,20,7.6640,417,254,0
8,20,7.6660,418,255,0
9,20,7.6696,418,256,0
7,20,7.6760,419,256,0
8,20,7.6780,420,257,0
9,20,7.6815,421,258,0
11,20,7.6880,422,258,0
10,20,7.7109,423,258,0
7,20,7.7237,423,258,0
8,20,7.7257,423,259,0
9,20,7.7293,424,260,0
10,20,7.7357,425,260,0
8,20,7.7486,425,260,0
8,20,7.7522,426,261,0
9,20,7.7557,427,262,0
12,20,7.7622,428,262,0
12,20,7.8080,429,262,0
9,20,7.8538,429,262,0
8,20,7.8602,429,262,0
8,20,7.8638,430,263,0
9,20,7.8673,431,264,0
12,20,7.8738,431,264,0
9,20,7.9196,432,264,0
11,20,7.9260,432,264,0
7,20,7.9489,433,264,0
8,20,7.9509,434,265,0
9,20,7.9544,435,266,0
7,20,7.9609,435,266,0
8,20,7.9628,435,267,0
9,20,7.9664,435,268,0
9,20,7.9729,435,268,0
7,20,7.9793,436,268,0
8,20,7.9813,436,269,0
9,20,7.9848,437,270,0
9,20,7.9913,437,270,0
7,20,7.9977,438,270,0
8,20,7.9997,439,271,0
9,20,8.0032,439,272,0
12,20,8.0097,439,272,0
8,20,8.0555,439,272,0
8,20,8.0590,439,273,0
9,20,8.0626,439,274,0
7,20,8.0690,440,274,0
8,20,8.0710,441,275,0
9,20,8.0746,441,276,0
9,20,8.0810,442,276,0
11,20,8.0875,443,276,0
12,20,8.1104,444,276,0
7,20,8.1562,445,276,0
8,20,8.1581,445,277,0
9,20,8.1617,446,278,0
9,20,8.1681,446,278,0
7,20,8.1746,446,278,0
8,20,8.1765,446,279,0
9,20,8.1801,446,280,0
9,20,8.1865,447,280,0
10,20,8.1930,448,280,0
8,20,8.2058,449,280,0
8,20,8.2094,449,281,0
9,20,8.2130,450,282,0
8,20,8.2194,450,282,0
8,20,8.2230,450,283,0
9,20,8.2266,451,284,0
8,20,8.2330,452,284,0
8,20,8.2366,453,285,0
9,20,8.2402,454,286,0
12,20,8.2466,454,286,0
12,20,8.2924,455,286,0
7,20,8.3382,455,286,0
8,20,8.3401,456,287,0
9,20,8.3437,457,288,0
11,20,8.3502,458,288,0
11,20,8.3730,458,288,0
10,20,8.3959,458,288,0
9,20,8.4088,458,288,0
7,20,8.4153,459,288,0
8,20,8.4172,460,289,0
9,20,8.4208,460,290,0
8,20,8.4272,460,290,0
8,20,8.4308,460,291,0
9,20,8.4344,461,292,0
10,20,8.4408,461,293,0
12,20,8.4537,461,293,0
7,20,8.4995,462,293,0
8,20,8.5014,463,294,0
9,20,8.5050,464,295,0
9,20,8.5114,465,295,0
9,20,8.5179,466,295,0
10,20,8.5243,466,295,0
9,20,8.5372,467,295,0
8,20,8.5436,468,295,0
8,20,8.5472,469,296,0
9,20,8.5508,470,297,0
12,20,8.5572,470,297,0
10,20,8.6030,471,297,0
7,20,8.6159,471,297,0
8,20,8.6178,472,298,0
9,20,8.6214,472,299,0
9,20,8.6278,473,299,0
7,20,8.6343,474,299,0
8,20,8.6362,475,300,0
9,20,8.6398,476,301,0
9,20,8.6463,477,301,0
9,20,8.6527,477,301,0
10,20,8.6591,478,301,0
12,20,8.6720,479,301,0
12,20,8.7178,479,301,0
9,20,8.7636,479,301,0
8,20,8.7700,480,301,0
8,20,8.7736,481,302,0
9,20,8.7772,482,303,0
8,20,8.7836,482,303,0
8,20,8.7872,482,304,0
9,20,8.7908,482,305,0
8,20,8.7972,482,305,0
8,20,8.8008,483,306,0
9,20,8.8043,484,307,0
7,20,8.8108,485,307,0
8,20,8.8127,485,308,0
9,20,8.8163,485,309,0
9,20,8.8227,485,309,0
9,20,8.8292,486,309,0
12,20,8.8356,487,309,0
12,20,8.8814,487,309,0
7,20,8.9272,488,309,0
8,20,8.9292,489,310,0
9,20,8.9327,489,311,0
11,20,8.9392,490,311,0
8,20,8.9621,491,311,0
8,20,8.9657,492,312,0
9,20,8.9692,493,313,0
10,20,8.9757,493,313,0
11,20,8.9885,493,313,0
9,20,9.0114,494,313,0
11,20,9.0179,494,313,0
10,20,9.0408,495,313,0
10,20,9.0536,495,313,0
12,20,9.0665,496,313,0
8,20,9.1123,497,313,0
8,20,9.1159,498,314,0
9,20,9.1194,498,315,0
12,20,9.1259,499,315,0
12,20,9.1717,499,315,0
7,20,9.2175,500,315,0
8,20,9.2194,501,316,0
9,20,9.2230,502,317,0
7,20,9.2294,503,317,0
8,20,9.2314,503,318,0
9,20,9.2350,503,319,0
10,20,9.2414,503,319,0
11,20,9.2543,504,319,0
7,20,9.2772,504,319,0
8,20,9.2792,505,320,0
9,20,9.2827,506,321,0
9,20,9.2892,507,321,0
8,20,9.2956,508,321,0
8,20,9.2992,508,322,0
9,20,9.3027,508,323,0
9,20,9.3092,509,323,0
11,20,9.3156,510,323,0
10,20,9.3385,510,323,0
11,20,9.3514,511,323,0
12,20,9.3743,511,323,0
7,20,9.4201,512,323,0
8,20,9.4220,512,324,0
9,20,9.4256,513,325,0
10,20,9.4321,513,325,0
9,20,9.4449,513,325,0
11,20,9.4514,514,325,0
8,20,9.4743,515,325,0
8,20,9.4778,516,326,0
9,20,9.4814,516,327,0
9,20,9.4878,517,327,0
8,20,9.4943,518,327,0
8,20,9.4978,519,328,0
9,20,9.5014,519,329,0
11,20,9.5079,520,329,0
9,20,9.5308,520,329,0
9,20,9.5372,521,329,0
7,20,9.5436,521,329,0
8,20,9.5456,521,330,0
9,20,9.5492,522,331,0
12,20,9.5556,523,331,0
12,20,9.6014,523,331,0
9,20,9.6472,524,331,0
9,20,9.6536,524,331,0
9,20,9.6601,525,331,0
8,20,9.6665,525,331,0
8,20,9.6701,526,332,0
9,20,9.6736,526,333,0
11,20,9.6801,527,333,0
9,20,9.7030,528,333,0
10,20,9.7094,529,333,0
11,20,9.7223,529,333,0
12,20,9.7452,530,333,0
11,20,9.7910,531,333,0
11,20,9.8139,531,333,0
12,20,9.8368,532,333,0
9,20,9.8826,533,333,0
12,20,9.8890,533,333,0
11,20,9.9348,534,333,0
8,20,9.9577,534,333,0
8,20,9.9613,535,334,0
9,20,9.9648,536,335,0
8,20,9.9713,537,335,0
8,20,9.9749,538,336,0
9,20,9.9784,539,337,0
7,20,9.9849,540,337,0
8,20,9.9868,540,338,0
9,20,9.9904,541,339,0
12,20,9.9968,541,339,0
9,20,10.0426,542,339,0
10,20,10.0491,542,339,0
7,20,10.0619,543,339,0
8,20,10.0639,544,340,0
9,20,10.0675,544,341,0
9,20,10.0739,545,341,0
10,20,10.0803,546,341,0
12,20,10.0932,547,341,0
8,20,10.1390,548,341,0
8,20,10.1426,549,342,0
9,20,10.1462,549,343,0
9,20,10.1526,550,343,0
7,20,10.1590,551,343,0
8,20,10.1610,551,344,0
9,20,10.1646,551,345,0
12,20,10.1710,551,345,0
10,20,10.2168,552,345,0
11,20,10.2297,553,345,0
12,20,10.2526,554,345,0
8,20,10.2984,555,345,0
8,20,10.3019,555,346,0
9,20,10.3055,556,347,0
12,20,10.3119,557,347,0
7,20,10.3577,558,347,0
8,20,10.3597,559,348,0
9,20,10.3633,560,349,0
8,20,10.3697,561,349,0
8,20,10.3733,562,350,0
9,20,10.3769,562,351,0
9,20,10.3833,562,351,0
12,20,10.3897,562,351,0
12,20,10.4355,563,351,0
11,20,10.4813,564,351,0
9,20,10.5042,565,351,0
12,20,10.5107,565,351,0
12,20,10.5565,565,351,0
12,20,10.6022,566,351,0
10,20,10.6480,567,351,0
11,20,10.6609,567,351,0
7,20,10.6838,567,351,0
8,20,10.6858,568,352,0
9,20,10.6894,569,353,0
8,20,10.6958,570,353,0
8,20,10.6994,571,354,0
9,20,10.7029,572,355,0
10,20,10.7094,573,355,0
12,20,10.7222,574,355,0
8,20,10.7680,575,355,0
8,20,10.7716,576,356,0
9,20,10.7752,576,357,0
10,20,10.7816,577,357,0
8,20,10.7945,578,357,0
8,20,10.7981,578,358,0
9,20,10.8016,579,359,0
9,20,10.8081,580,359,0
