# sf,power,energy,firstSentPacket,packetColid,packetTotalLost
10,20,1.7895,76,84,0
11,20,1.8024,76,84,0
12,20,1.8253,77,84,0
11,20,1.8711,77,84,0
8,20,1.8940,78,84,0
8,20,1.8976,79,85,0
9,20,1.9011,79,86,0
10,20,1.9076,79,87,0
11,20,1.9204,79,87,0
7,20,1.9433,80,87,0
8,20,1.9453,80,88,0
9,20,1.9489,80,89,0
10,20,1.9553,80,90,0
12,20,1.9682,81,90,0
12,20,2.0140,81,90,0
12,20,2.0598,82,90,0
9,20,2.1056,82,90,0
8,20,2.1120,83,91,0
9,20,2.1156,84,92,0
10,20,2.1220,85,93,0
10,20,2.1349,86,93,0
8,20,2.1478,87,93,0
8,20,2.1513,87,94,0
9,20,2.1549,87,95,0
10,20,2.1613,87,96,0
11,20,2.1742,88,96,0
7,20,2.1971,89,96,0
8,20,2.1991,89,97,0
9,20,2.2026,89,98,0
10,20,2.2091,89,99,0
11,20,2.2220,89,99,0
7,20,2.2449,90,99,0
8,20,2.2468,91,100,0
9,20,2.2504,91,101,0
10,20,2.2568,91,102,0
10,20,2.2697,91,102,0
7,20,2.2826,92,102,0
8,20,2.2845,93,103,0
9,20,2.2881,93,104,0
10,20,2.2945,94,105,0
11,20,2.3074,94,105,0
7,20,2.3303,95,105,0
8,20,2.3323,95,106,0
9,20,2.3358,95,107,0
10,20,2.3423,95,108,0
8,20,2.3552,95,108,0
8,20,2.3587,96,109,0
9,20,2.3623,96,110,0
10,20,2.3687,96,111,0
9,20,2.3816,96,111,0
8,20,2.3880,97,112,0
9,20,2.3916,97,113,0
10,20,2.3981,97,114,0
9,20,2.4109,98,114,0
8,20,2.4174,99,115,0
9,20,2.4209,100,116,0
10,20,2.4274,101,117,0
10,20,2.4402,101,117,0
11,20,2.4531,101,117,0
9,20,2.4760,101,117,0
8,20,2.4824,102,118,0
9,20,2.4860,102,119,0
10,20,2.4925,102,120,0
11,20,2.5053,102,120,0
9,20,2.5282,103,120,0
8,20,2.5347,103,121,0
9,20,2.5382,104,122,0
10,20,2.5447,104,123,0
7,20,2.5575,105,123,0
8,20,2.5595,105,124,0
9,20,2.5631,105,125,0
10,20,2.5695,105,126,0
9,20,2.5824,106,126,0
8,20,2.5888,106,127,0
9,20,2.5924,107,128,0
10,20,2.5988,107,129,0
10,20,2.6117,107,129,0
10,20,2.6246,107,129,0
8,20,2.6374,108,129,0
8,20,2.6410,108,130,0
9,20,2.6446,109,131,0
10,20,2.6510,109,132,0
8,20,2.6639,109,132,0
8,20,2.6675,109,133,0
9,20,2.6710,109,134,0
10,20,2.6775,109,135,0
11,20,2.6903,109,135,0
12,20,2.7132,109,135,0
9,20,2.7590,110,135,0
8,20,2.7655,110,136,0
9,20,2.7690,111,137,0
10,20,2.7755,112,138,0
10,20,2.7884,113,138,0
11,20,2.8012,113,138,0
7,20,2.8241,114,138,0
8,20,2.8261,115,139,0
9,20,2.8297,116,140,0
10,20,2.8361,116,141,0
11,20,2.8490,116,141,0
8,20,2.8719,116,141,0
8,20,2.8754,117,142,0
9,20,2.8790,118,143,0
10,20,2.8854,118,144,0
8,20,2.8983,119,144,0
8,20,2.9019,119,145,0
9,20,2.9055,120,146,0
10,20,2.9119,120,147,0
12,20,2.9248,121,147,0
7,20,2.9706,121,147,0
8,20,2.9725,121,148,0
9,20,2.9761,122,149,0
10,20,2.9825,123,150,0
8,20,2.9954,123,150,0
8,20,2.9990,123,151,0
9,20,3.0026,123,152,0
10,20,3.0090,123,153,0
10,20,3.0219,124,153,0
12,20,3.0347,124,153,0
8,20,3.0805,125,153,0
8,20,3.0841,125,154,0
9,20,3.0877,126,155,0
10,20,3.0941,126,156,0
8,20,3.1070,126,156,0
8,20,3.1106,127,157,0
9,20,3.1141,127,158,0
10,20,3.1206,127,159,0
11,20,3.1334,128,159,0
11,20,3.1563,128,159,0
10,20,3.1792,128,159,0
12,20,3.1921,129,159,0
11,20,3.2379,130,159,0
11,20,3.2608,130,159,0
12,20,3.2837,131,159,0
11,20,3.3295,131,159,0
11,20,3.3524,132,159,0
11,20,3.3753,133,159,0
7,20,3.3982,134,159,0
8,20,3.4002,135,160,0
9,20,3.4037,135,161,0
10,20,3.4102,136,162,0
8,20,3.4230,137,162,0
8,20,3.4266,137,163,0
9,20,3.4302,138,164,0
10,20,3.4366,139,165,0
7,20,3.4495,140,165,0
8,20,3.4514,140,166,0
9,20,3.4550,140,167,0
10,20,3.4615,141,168,0
9,20,3.4743,141,168,0
8,20,3.4808,141,169,0
9,20,3.4843,141,170,0
10,20,3.4908,141,171,0
11,20,3.5036,141,171,0
12,20,3.5265,141,171,0
7,20,3.5723,142,171,0
8,20,3.5743,143,172,0
9,20,3.5779,144,173,0
10,20,3.5843,144,174,0
8,20,3.5972,144,174,0
8,20,3.6008,144,175,0
9,20,3.6043,145,176,0
10,20,3.6108,146,177,0
10,20,3.6236,146,177,0
11,20,3.6365,147,177,0
10,20,3.6594,147,177,0
11,20,3.6723,148,177,0
11,20,3.6952,148,177,0
9,20,3.7181,148,177,0
8,20,3.7245,149,178,0
9,20,3.7281,149,179,0
10,20,3.7345,150,180,0
7,20,3.7474,150,180,0
8,20,3.7494,151,181,0
9,20,3.7529,151,182,0
10,20,3.7594,152,183,0
9,20,3.7722,153,183,0
8,20,3.7787,154,184,0
9,20,3.7822,154,185,0
10,20,3.7887,154,186,0
8,20,3.8015,154,186,0
8,20,3.8051,154,187,0
9,20,3.8087,155,188,0
10,20,3.8151,155,189,0
12,20,3.8280,155,189,0
10,20,3.8738,155,189,0
12,20,3.8867,155,189,0
12,20,3.9325,156,189,0
12,20,3.9783,156,189,0
12,20,4.0241,156,189,0
11,20,4.0698,157,189,0
9,20,4.0927,158,189,0
8,20,4.0992,159,190,0
9,20,4.1028,160,191,0
10,20,4.1092,161,192,0
7,20,4.1221,162,192,0
8,20,4.1240,162,193,0
9,20,4.1276,163,194,0
10,20,4.1340,164,195,0
8,20,4.1469,164,195,0
8,20,4.1505,164,196,0
9,20,4.1541,164,197,0
10,20,4.1605,164,198,0
9,20,4.1734,164,198,0
8,20,4.1798,165,199,0
9,20,4.1834,166,200,0
10,20,4.1898,167,201,0
9,20,4.2027,168,201,0
8,20,4.2091,168,202,0
9,20,4.2127,169,203,0
10,20,4.2191,169,204,0
12,20,4.2320,170,204,0
12,20,4.2778,171,204,0
12,20,4.3236,171,204,0
10,20,4.3694,171,204,0
12,20,4.3822,171,204,0
11,20,4.4280,171,204,0
7,20,4.4509,171,204,0
8,20,4.4529,172,205,0
9,20,4.4565,172,206,0
10,20,4.4629,173,207,0
11,20,4.4758,173,207,0
12,20,4.4987,173,207,0
7,20,4.5445,174,207,0
8,20,4.5464,175,208,0
9,20,4.5500,176,209,0
10,20,4.5565,177,210,0
8,20,4.5693,177,210,0
8,20,4.5729,177,211,0
9,20,4.5765,178,212,0
10,20,4.5829,179,213,0
11,20,4.5958,179,213,0
8,20,4.6187,179,213,0
8,20,4.6222,180,214,0
9,20,4.6258,181,215,0
10,20,4.6323,182,216,0
9,20,4.6451,182,216,0
8,20,4.6516,183,217,0
9,20,4.6551,184,218,0
10,20,4.6616,185,219,0
10,20,4.6744,186,219,0
10,20,4.6873,186,219,0
11,20,4.7002,186,219,0
10,20,4.7231,186,219,0
12,20,4.7360,187,219,0
12,20,4.7818,187,219,0
7,20,4.8275,187,219,0
8,20,4.8295,187,220,0
9,20,4.8331,188,221,0
10,20,4.8395,189,222,0
7,20,4.8524,190,222,0
8,20,4.8544,191,223,0
9,20,4.8579,191,224,0
10,20,4.8644,191,225,0
12,20,4.8772,191,225,0
8,20,4.9230,192,225,0
8,20,4.9266,192,226,0
9,20,4.9302,192,227,0
10,20,4.9366,192,228,0
11,20,4.9495,193,228,0
11,20,4.9724,193,228,0
7,20,4.9953,193,228,0
8,20,4.9972,194,229,0
9,20,5.0008,194,230,0
10,20,5.0073,195,231,0
7,20,5.0201,195,231,0
8,20,5.0221,195,232,0
9,20,5.0257,196,233,0
10,20,5.0321,197,234,0
11,20,5.0450,198,234,0
7,20,5.0679,199,234,0
8,20,5.0698,200,235,0
9,20,5.0734,201,236,0
10,20,5.0798,201,237,0
9,20,5.0927,201,237,0
8,20,5.0991,201,238,0
9,20,5.1027,201,239,0
10,20,5.1092,201,240,0
8,20,5.1220,202,240,0
8,20,5.1256,202,241,0
9,20,5.1292,202,242,0
10,20,5.1356,203,243,0
11,20,5.1485,203,243,0
10,20,5.1714,203,243,0
11,20,5.1842,204,243,0
7,20,5.2071,205,243,0
8,20,5.2091,205,244,0
9,20,5.2127,205,245,0
10,20,5.2191,206,246,0
9,20,5.2320,206,246,0
8,20,5.2384,207,247,0
9,20,5.2420,208,248,0
10,20,5.2484,208,249,0
7,20,5.2613,208,249,0
8,20,5.2633,209,250,0
9,20,5.2668,209,251,0
10,20,5.2733,210,252,0
7,20,5.2862,211,252,0
8,20,5.2881,211,253,0
9,20,5.2917,212,254,0
10,20,5.2981,212,255,0
9,20,5.3110,212,255,0
8,20,5.3174,212,256,0
9,20,5.3210,212,257,0
10,20,5.3274,212,258,0
12,20,5.3403,213,258,0
7,20,5.3861,213,258,0
8,20,5.3881,214,259,0
9,20,5.3916,215,260,0
10,20,5.3981,216,261,0
9,20,5.4110,216,261,0
8,20,5.4174,216,262,0
9,20,5.4210,216,263,0
10,20,5.4274,216,264,0
9,20,5.4403,216,264,0
8,20,5.4467,216,265,0
9,20,5.4503,216,266,0
10,20,5.4567,216,267,0
11,20,5.4696,216,267,0
8,20,5.4925,216,267,0
8,20,5.4961,216,268,0
9,20,5.4996,216,269,0
10,20,5.5061,217,270,0
8,20,5.5189,217,270,0
8,20,5.5225,218,271,0
9,20,5.5261,218,272,0
10,20,5.5325,218,273,0
12,20,5.5454,219,273,0
12,20,5.5912,220,273,0
10,20,5.6370,220,273,0
8,20,5.6498,221,273,0
8,20,5.6534,221,274,0
9,20,5.6570,221,275,0
10,20,5.6634,221,276,0
9,20,5.6763,221,276,0
8,20,5.6827,221,277,0
9,20,5.6863,221,278,0
10,20,5.6927,221,279,0
8,20,5.7056,222,279,0
8,20,5.7092,222,280,0
9,20,5.7128,223,281,0
10,20,5.7192,223,282,0
12,20,5.7321,224,282,0
10,20,5.7779,224,282,0
12,20,5.7907,224,282,0
11,20,5.8365,225,282,0
7,20,5.8594,225,282,0
8,20,5.8614,226,283,0
9,20,5.8650,226,284,0
10,20,5.8714,226,285,0
12,20,5.8843,227,285,0
9,20,5.9301,227,285,0
8,20,5.9365,227,286,0
9,20,5.9401,227,287,0
10,20,5.9465,228,288,0
10,20,5.9594,228,288,0
10,20,5.9723,228,288,0
11,20,5.9851,229,288,0
7,20,6.0080,230,288,0
8,20,6.0100,230,289,0
9,20,6.0136,231,290,0
10,20,6.0200,232,291,0
12,20,6.0329,232,291,0
9,20,6.0787,233,291,0
8,20,6.0851,234,292,0
9,20,6.0887,235,293,0
10,20,6.0951,236,294,0
9,20,6.1080,236,294,0
8,20,6.1144,237,295,0
9,20,6.1180,237,296,0
10,20,6.1244,237,297,0
9,20,6.1373,238,297,0
8,20,6.1437,238,298,0
9,20,6.1473,238,299,0
10,20,6.1537,239,300,0
7,20,6.1666,239,300,0
8,20,6.1686,239,301,0
9,20,6.1722,240,302,0
10,20,6.1786,241,303,0
10,20,6.1915,242,303,0
9,20,6.2043,243,303,0
8,20,6.2108,243,304,0
9,20,6.2143,244,305,0
10,20,6.2208,245,306,0
8,20,6.2336,245,306,0
8,20,6.2372,246,307,0
9,20,6.2408,246,308,0
10,20,6.2472,246,309,0
8,20,6.2601,247,309,0
8,20,6.2637,248,310,0
9,20,6.2672,248,311,0
10,20,6.2737,248,312,0
8,20,6.2866,248,312,0
8,20,6.2901,249,313,0
9,20,6.2937,249,314,0
10,20,6.3001,249,315,0
7,20,6.3130,249,315,0
8,20,6.3150,249,316,0
9,20,6.3185,250,317,0
10,20,6.3250,251,318,0
9,20,6.3378,251,318,0
8,20,6.3443,251,319,0
9,20,6.3479,251,320,0
10,20,6.3543,252,321,0
8,20,6.3672,252,321,0
8,20,6.3707,253,322,0
9,20,6.3743,253,323,0
10,20,6.3807,253,324,0
10,20,6.3936,254,324,0
11,20,6.4065,254,324,0
8,20,6.4294,255,324,0
8,20,6.4330,255,325,0
9,20,6.4365,255,326,0
10,20,6.4430,255,327,0
7,20,6.4558,255,327,0
8,20,6.4578,255,328,0
9,20,6.4614,255,329,0
10,20,6.4678,255,330,0
12,20,6.4807,255,330,0
12,20,6.5265,255,330,0
7,20,6.5723,256,330,0
8,20,6.5742,257,331,0
9,20,6.5778,257,332,0
10,20,6.5842,257,333,0
8,20,6.5971,257,333,0
8,20,6.6007,257,334,0
9,20,6.6043,258,335,0
10,20,6.6107,259,336,0
10,20,6.6236,260,336,0
9,20,6.6364,260,336,0
8,20,6.6429,260,337,0
9,20,6.6465,260,338,0
10,20,6.6529,260,339,0
9,20,6.6658,260,339,0
8,20,6.6722,261,340,0
9,20,6.6758,261,341,0
10,20,6.6822,261,342,0
11,20,6.6951,261,342,0
9,20,6.7180,262,342,0
8,20,6.7244,262,343,0
9,20,6.7280,262,344,0
10,20,6.7344,263,345,0
7,20,6.7473,264,345,0
8,20,6.7493,265,346,0
9,20,6.7528,265,347,0
10,20,6.7593,266,348,0
7,20,6.7721,266,348,0
8,20,6.7741,267,349,0
9,20,6.7777,268,350,0
10,20,6.7841,269,351,0
11,20,6.7970,269,351,0
12,20,6.8199,269,351,0
9,20,6.8657,270,351,0
8,20,6.8721,270,352,0
9,20,6.8757,270,353,0
10,20,6.8821,270,354,0
10,20,6.8950,271,354,0
10,20,6.9079,271,354,0
10,20,6.9207,272,354,0
10,20,6.9336,272,354,0
12,20,6.9465,272,354,0
10,20,6.9923,272,354,0
12,20,7.0051,272,354,0
8,20,7.0509,273,354,0
8,20,7.0545,273,355,0
9,20,7.0581,273,356,0
10,20,7.0645,273,357,0
9,20,7.0774,273,357,0
8,20,7.0838,273,358,0
9,20,7.0874,273,359,0
10,20,7.0938,274,360,0
8,20,7.1067,275,360,0
8,20,7.1103,275,361,0
9,20,7.1138,275,362,0
10,20,7.1203,275,363,0
7,20,7.1332,276,363,0
8,20,7.1351,277,364,0
9,20,7.1387,277,365,0
10,20,7.1451,277,366,0
9,20,7.1580,278,366,0
8,20,7.1644,279,367,0
9,20,7.1680,279,368,0
10,20,7.1744,280,369,0
11,20,7.1873,280,369,0
10,20,7.2102,281,369,0
8,20,7.2231,281,369,0
8,20,7.2267,281,370,0
9,20,7.2302,282,371,0
10,20,7.2367,282,372,0
11,20,7.2495,282,372,0
11,20,7.2724,282,372,0
8,20,7.2953,282,372,0
8,20,7.2989,283,373,0
9,20,7.3025,284,374,0
10,20,7.3089,285,375,0
12,20,7.3218,285,375,0
8,20,7.3676,285,375,0
8,20,7.3712,286,376,0
9,20,7.3747,286,377,0
10,20,7.3812,286,378,0
10,20,7.3940,287,378,0
11,20,7.4069,287,378,0
11,20,7.4298,288,378,0
8,20,7.4527,289,378,0
8,20,7.4563,289,379,0
9,20,7.4598,289,380,0
10,20,7.4663,289,381,0
9,20,7.4792,290,381,0
8,20,7.4856,290,382,0
9,20,7.4892,291,383,0
10,20,7.4956,292,384,0
11,20,7.5085,292,384,0
8,20,7.5314,292,384,0
8,20,7.5349,293,385,0
9,20,7.5385,293,386,0
10,20,7.5450,293,387,0
11,20,7.5578,294,387,0
9,20,7.5807,294,387,0
8,20,7.5872,294,388,0
9,20,7.5907,294,389,0
10,20,7.5972,295,390,0
9,20,7.6100,295,390,0
8,20,7.6165,295,391,0
9,20,7.6200,295,392,0
10,20,7.6265,296,393,0
12,20,7.6394,297,393,0
9,20,7.6851,297,393,0
8,20,7.6916,297,394,0
9,20,7.6952,298,395,0
10,20,7.7016,299,396,0
7,20,7.7145,300,396,0
8,20,7.7164,301,397,0
9,20,7.7200,301,398,0
10,20,7.7264,301,399,0
8,20,7.7393,302,399,0
8,20,7.7429,302,400,0
9,20,7.7465,303,401,0
10,20,7.7529,303,402,0
12,20,7.7658,303,402,0
8,20,7.8116,304,402,0
8,20,7.8151,304,403,0
9,20,7.8187,304,404,0
10,20,7.8251,305,405,0
11,20,7.8380,305,405,0
12,20,7.8609,306,405,0
12,20,7.9067,306,405,0
12,20,7.9525,307,405,0
12,20,7.9983,308,405,0
12,20,8.0441,308,405,0
11,20,8.0899,309,405,0
9,20,8.1128,309,405,0
8,20,8.1192,310,406,0
9,20,8.1228,310,407,0
10,20,8.1292,310,408,0
11,20,8.1421,311,408,0
10,20,8.1650,312,408,0
9,20,8.1779,312,408,0
8,20,8.1843,312,409,0
9,20,8.1879,312,410,0
10,20,8.1943,312,411,0
8,20,8.2072,313,411,0
8,20,8.2108,313,412,0
9,20,8.2143,314,413,0
10,20,8.2208,314,414,0
10,20,8.2336,315,414,0
9,20,8.2465,316,414,0
8,20,8.2529,316,415,0
9,20,8.2565,316,416,0
10,20,8.2630,316,417,0
9,20,8.2758,317,417,0
8,20,8.2823,318,418,0
9,20,8.2858,318,419,0
10,20,8.2923,319,420,0
12,20,8.3051,320,420,0
10,20,8.3509,321,420,0
10,20,8.3638,321,420,0
9,20,8.3767,321,420,0
8,20,8.3831,322,421,0
9,20,8.3867,323,422,0
10,20,8.3931,324,423,0
7,20,8.4060,324,423,0
8,20,8.4080,325,424,0
9,20,8.4115,325,425,0
10,20,8.4180,325,426,0
9,20,8.4308,325,426,0
8,20,8.4373,326,427,0
9,20,8.4408,326,428,0
10,20,8.4473,326,429,0
9,20,8.4602,326,429,0
8,20,8.4666,327,430,0
9,20,8.4702,328,431,0
10,20,8.4766,328,432,0
7,20,8.4895,328,432,0
8,20,8.4914,328,433,0
9,20,8.4950,328,434,0
10,20,8.5014,328,435,0
10,20,8.5143,329,435,0
9,20,8.5272,330,435,0
8,20,8.5336,331,436,0
9,20,8.5372,331,437,0
10,20,8.5436,332,438,0
8,20,8.5565,332,438,0
8,20,8.5601,332,439,0
9,20,8.5636,333,440,0
10,20,8.5701,333,441,0
12,20,8.5830,334,441,0
10,20,8.6287,334,441,0
9,20,8.6416,334,441,0
8,20,8.6481,334,442,0
9,20,8.6516,334,443,0
10,20,8.6581,335,444,0
11,20,8.6709,335,444,0
12,20,8.6938,336,444,0
9,20,8.7396,337,444,0
8,20,8.7461,337,445,0
9,20,8.7496,337,446,0
10,20,8.7561,338,447,0
9,20,8.7689,339,447,0
8,20,8.7754,340,448,0
9,20,8.7790,341,449,0
10,20,8.7854,342,450,0
8,20,8.7983,342,450,0
8,20,8.8018,342,451,0
9,20,8.8054,343,452,0
10,20,8.8118,344,453,0
12,20,8.8247,345,453,0
9,20,8.8705,346,453,0
8,20,8.8769,347,454,0
9,20,8.8805,347,455,0
10,20,8.8870,347,456,0
10,20,8.8998,348,456,0
9,20,8.9127,348,456,0
8,20,8.9191,348,457,0
9,20,8.9227,348,458,0
10,20,8.9291,349,459,0
9,20,8.9420,349,459,0
8,20,8.9484,350,460,0
9,20,8.9520,350,461,0
10,20,8.9585,350,462,0
9,20,8.9713,351,462,0
8,20,8.9778,352,463,0
9,20,8.9813,352,464,0
10,20,8.9878,352,465,0
8,20,9.0006,352,465,0
8,20,9.0042,353,466,0
9,20,9.0078,354,467,0
10,20,9.0142,355,468,0
11,20,9.0271,356,468,0
9,20,9.0500,356,468,0
8,20,9.0564,356,469,0
9,20,9.0600,357,470,0
10,20,9.0664,357,471,0
7,20,9.0793,358,471,0
8,20,9.0813,359,472,0
9,20,9.0848,359,473,0
10,20,9.0913,360,474,0
12,20,9.1042,360,474,0
8,20,9.1499,360,474,0
8,20,9.1535,361,475,0
9,20,9.1571,361,476,0
10,20,9.1635,362,477,0
9,20,9.1764,362,477,0
8,20,9.1828,362,478,0
9,20,9.1864,363,479,0
10,20,9.1928,363,480,0
11,20,9.2057,364,480,0
11,20,9.2286,364,480,0
12,20,9.2515,364,480,0
10,20,9.2973,364,480,0
8,20,9.3102,365,480,0
8,20,9.3138,365,481,0
9,20,9.3173,365,482,0
10,20,9.3238,365,483,0
10,20,9.3366,365,483,0
11,20,9.3495,365,483,0
11,20,9.3724,365,483,0
12,20,9.3953,365,483,0
10,20,9.4411,366,483,0
11,20,9.4540,366,483,0
7,20,9.4769,366,483,0
8,20,9.4788,366,484,0
9,20,9.4824,367,485,0
10,20,9.4888,367,486,0
10,20,9.5017,368,486,0
11,20,9.5146,369,486,0
12,20,9.5375,369,486,0
7,20,9.5833,370,486,0
8,20,9.5852,371,487,0
9,20,9.5888,372,488,0
10,20,9.5952,372,489,0
10,20,9.6081,372,489,0
12,20,9.6210,372,489,0
11,20,9.6668,373,489,0
12,20,9.6897,373,489,0
12,20,9.7355,373,489,0
12,20,9.7813,374,489,0
11,20,9.8271,375,489,0
10,20,9.8500,375,489,0
12,20,9.8628,375,489,0
11,20,9.9086,375,489,0
9,20,9.9315,376,489,0
8,20,9.9380,376,490,0
9,20,9.9415,376,491,0
10,20,9.9480,376,492,0
8,20,9.9608,377,492,0
8,20,9.9644,377,493,0
9,20,9.9680,378,494,0
10,20,9.9744,379,495,0
9,20,9.9873,380,495,0
8,20,9.9937,380,496,0
9,20,9.9973,381,497,0
10,20,10.0037,382,498,0
7,20,10.0166,382,498,0
8,20,10.0186,382,499,0
9,20,10.0222,383,500,0
10,20,10.0286,384,501,0
7,20,10.0415,384,501,0
8,20,10.0434,385,502,0
9,20,10.0470,385,503,0
10,20,10.0534,386,504,0
11,20,10.0663,386,504,0
10,20,10.0892,386,504,0
9,20,10.1021,386,504,0
8,20,10.1085,387,505,0
9,20,10.1121,387,506,0
10,20,10.1185,388,507,0
10,20,10.1314,388,507,0
12,20,10.1443,389,507,0
10,20,10.1901,389,507,0
9,20,10.2029,390,507,0
8,20,10.2094,391,508,0
9,20,10.2129,392,509,0
10,20,10.2194,393,510,0
9,20,10.2322,393,510,0
8,20,10.2387,393,511,0
9,20,10.2422,393,512,0
10,20,10.2487,394,513,0
8,20,10.2616,395,513,0
8,20,10.2651,396,514,0
9,20,10.2687,396,515,0
10,20,10.2751,397,516,0
8,20,10.2880,397,516,0
8,20,10.2916,398,517,0
9,20,10.2952,398,518,0
10,20,10.3016,398,519,0
12,20,10.3145,398,519,0
8,20,10.3603,399,519,0
8,20,10.3638,399,520,0
9,20,10.3674,400,521,0
10,20,10.3738,401,522,0
8,20,10.3867,401,522,0
8,20,10.3903,401,523,0
9,20,10.3939,401,524,0
10,20,10.4003,401,525,0
7,20,10.4132,402,525,0
8,20,10.4151,402,526,0
9,20,10.4187,402,527,0
10,20,10.4251,403,528,0
12,20,10.4380,403,528,0
9,20,10.4838,403,528,0
8,20,10.4902,404,529,0
9,20,10.4938,405,530,0
10,20,10.5002,406,531,0
8,20,10.5131,406,531,0
8,20,10.5167,407,532,0
9,20,10.5203,408,533,0
10,20,10.5267,408,534,0
11,20,10.5396,409,534,0
12,20,10.5625,409,534,0
10,20,10.6083,409,534,0
9,20,10.6211,409,534,0
8,20,10.6276,409,535,0
9,20,10.6311,409,536,0
10,20,10.6376,410,537,0
12,20,10.6505,411,537,0
