2.1981
3.2081
2.4877
2.3504
0.4613
6.1952
2.1200
5.4009
1.6938
3.1034
5.3938
3.5098
3.4264
1.4630
3.3000
1.7748
6.0256
3.5137
1.0897
1.5110
1.6740
3.3248
2.9082
1.6446
1.5360
2.5226
5.6576
1.5903
5.4581
3.1403
5.9824
3.2292
1.6353
1.4966
3.5744
5.4837
0.4863
3.2936
3.2056
3.4216
1.4716
3.2440
1.8034
1.5145
1.2310
2.5542
5.4689
3.2411
1.6225
3.3479
0.9957
3.3944
2.5203
1.5324
2.4069
3.2407
5.4268
3.2964
1.5064
1.0144
1.4249
1.4745
1.3965
2.3230
2.5692
3.2376
1.4268
3.0156
1.5701
1.5810
3.9185
1.2511
1.5646
2.4341
4.1339
3.2798
1.8077
3.0680
10.8538
2.8853
1.5775
1.7181
2.9316
3.4821
1.3923
2.3138
2.5814
1.5495
3.1548
1.4502
0.4633
1.6153
1.4957
1.5195
1.5202
1.8291
2.4233
3.5529
1.6025
3.2467
